index,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,
3792,1/3/2019 6:47,6.76E+11,"fraud_Kerluke, Kertzmann and Wiza",9,4.88,Jacqueline,Caldwell,F,54220 April Union Suite 403,Riverview,MI,48193,42.1782,-83.2461,15623,Writer,11/2/1993,ca23dddc2c65c0b99ea46883774699cf,1325573277,43.045714,-82.312301,0,0.600752404
2364,1/1/2019 23:33,6.01172E+15,"fraud_Hagenes, Kohler and Hoppe",2,9.9,Ann,Lawson,F,144 Evans Islands Apt. 683,Burbank,WA,99323,46.1966,-118.9017,3684,Musician,11/29/1981,c71aa628bc74c7e9189c1e4c83266e09,1325460792,46.96854,-118.758302,0,0.319923122
4355,1/3/2019 17:36,3.5608E+15,fraud_Jacobi and Sons,13,4.39,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,12/17/1989,a63d01f9bad603632a53b56d5d35a7da,1325612175,45.414265,-102.018867,0,0.859979203
2824,1/2/2019 11:09,5.74E+11,"fraud_Jenkins, Hauck and Friesen",3,62.26,Cristian,Jones,M,0423 Kirby Field Suite 623,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,7/23/1986,8b5d6996eab9f6eb7a9d09fd6b4fd624,1325502578,42.104568,-88.160581,0,0.246788669
745121,11/15/2019 3:10,4.5506E+15,fraud_Stracke-Lemke,5,308.4,Angela,West,F,9471 Wong Islands,Mansfield,OH,44902,40.7559,-82.5123,92985,Press photographer,5/29/1968,37c93e9f8b3006a4c580792edd324513,1352949047,40.389281,-83.123012,1,0.526710532
139468,3/17/2019 9:00,6.76E+11,fraud_Kiehn-Emmerich,5,348.72,Natasha,Mclaughlin,F,8699 Lindsay Ford Apt. 486,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,8/21/1985,4815b62099bfba7d0aa958d942f24ecd,1331974811,38.029749,-122.067051,1,0.342067167
35930,1/21/2019 23:04,3.51867E+15,fraud_Hudson-Grady,13,810.35,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,11/12/1996,9fb49ab9d48d6ad4cd8393b97a0ed7cf,1327187099,38.222815,-83.481529,1,0.873056354
689219,10/20/2019 23:46,3.5469E+15,fraud_Price Inc,12,1097.8,Kayla,Obrien,F,7921 Robert Port Suite 343,Prairie Hill,TX,76678,31.6591,-96.8094,263,Barrister,5/30/1956,b8d7561611ce594b2c169c0ffbcf2789,1350776801,31.599994,-96.694678,1,0.491112063
3386,1/2/2019 21:38,4.42815E+15,"fraud_Larkin, Stracke and Greenfelder",1,41.24,Brittany,Guerra,F,79209 Gary Dale,Colton,WA,99113,46.5901,-117.1692,761,Chief Marketing Officer,6/30/1943,7a33a25aaed09e6f71d67778f0e89988,1325540315,47.187778,-116.487878,0,0.232174737
52385,1/31/2019 22:07,4.73431E+15,fraud_Kerluke-Abshire,12,1084.55,Mark,Pennington,M,4940 Donald Throughway Apt. 219,Vacaville,CA,95688,38.3847,-121.9887,99475,Clinical cytogeneticist,6/25/1970,c9597b8dcdefd829b5ddc84c133fbacb,1328047668,38.962408,-121.301792,1,0.360715466
3067,1/2/2019 16:01,6.30E+11,fraud_Romaguera Ltd,6,7.1,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,6/12/1972,e0518feb4b5a80f2420fa6ae15e21a16,1325520077,45.751319,-87.30463,0,0.433477803
2950,1/2/2019 13:50,4.81079E+18,fraud_Nolan-Williamson,8,4.96,Julie,Sanchez,F,916 Charles Road,Bowersville,OH,45307,39.5756,-83.7153,338,Quantity surveyor,7/28/1988,330152077c2ef05b6cb3886440eea0cb,1325512241,40.03398,-84.693939,0,0.690401876
945660,1/13/2020 2:23,3.50E+14,fraud_Cartwright-Harris,5,317.82,Xavier,Beltran,M,61107 Edwards Dam Apt. 463,Big Creek,KY,40914,37.1046,-83.5706,467,"Psychologist, forensic",6/4/1984,f0d5b7ff6773830bd0d554d63107a0ff,1358043797,37.018117,-83.796831,1,0.236365935
5271,1/4/2019 10:42,4.00399E+15,fraud_VonRueden Group,4,53.38,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,2/8/1989,fbb15f716af41d7ae41509d4ee16628a,1325673740,34.078152,-86.422557,0,0.470337995
2274,1/1/2019 22:47,3.02E+13,"fraud_Gutmann, McLaughlin and Wiza",7,12.01,Rebecca,Butler,F,0665 Lisa Alley,Winger,MN,56592,47.5375,-95.9941,516,Applications developer,6/7/1966,c139271b6516dfedd48c30772aefccf7,1325458076,47.531282,-95.966267,0,0.927282431
276416,5/17/2019 0:32,3.51876E+15,fraud_Prohaska-Murray,3,8.27,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,11/24/1989,bb43d1b31fa2d6f5c6db2c43a3d6cbb4,1337214754,39.500255,-110.124889,1,0.554067668
44985,1/27/2019 19:36,4.25E+12,fraud_Predovic Inc,12,999.18,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,3/9/1939,eee7eba2444e5135113005ba6fd07f59,1327693000,40.087383,-82.697386,1,0.950532734
3534,1/3/2019 0:00,3.45E+14,fraud_Auer-Mosciski,5,45.63,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,5/19/1984,600029e1f09be6b694d8789c7b13455f,1325548833,34.129347,-88.924515,0,0.497723353
545,1/1/2019 7:06,2.13E+14,"fraud_Wintheiser, Dietrich and Schimmel",10,9.82,Joseph,Wagner,M,822 Austin Spur,North Judson,IN,46366,41.2244,-86.6966,5791,"Doctor, general practice",10/7/1959,a43094ec0cbb91ba52c1c10b7169b5e4,1325401586,41.059801,-86.726607,0,0.497180883
1740,1/1/2019 18:24,4.48E+12,fraud_Bruen-Yost,10,6.41,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1/21/1979,33a747aa49f8ab25d87d799d8b0e3bda,1325442290,33.849238,-87.131499,0,0.804194992
709741,10/29/2019 22:37,3.50E+14,fraud_Morissette PLC,13,854.47,Susan,Garcia,F,16104 Diane Walk Suite 352,Wappapello,MO,63966,36.9766,-90.2848,2601,Research scientist (medical),7/27/1957,d2cf2eab7ad5fd21e3451c4fc1191fe8,1351550253,37.300841,-90.752104,1,0.924121944
2690,1/2/2019 7:24,5.02E+11,"fraud_Mosciski, Gislason and Mertz",5,166.6,Robert,Flores,M,3277 Fields Meadows Apt. 790,Greenview,CA,96037,41.5403,-122.9366,308,Call centre manager,9/20/1958,e48eb2aa9636cd67e0e50ea92615799b,1325489053,40.60563,-122.103419,0,0.028641421
709872,10/30/2019 0:09,4.48894E+15,fraud_McDermott-Weimann,5,338.26,Jacqueline,Washington,F,138 Stephen Ridges Apt. 978,Umatilla,FL,32784,28.9254,-81.6801,11432,Private music teacher,3/31/1986,4ab8224257a281c36a44df840150e659,1351555799,28.531735,-81.735306,1,0.456024028
2721,1/2/2019 8:36,4.23955E+15,fraud_Kuhn LLC,13,1.26,Carl,Hernandez,M,9134 Darryl Flat Suite 916,Paulding,OH,45879,41.141,-84.5722,6284,Secondary school teacher,3/27/1936,8eeee0fd551f9a2ce103220715f78144,1325493378,41.514577,-84.729285,0,0.739053159
325,1/1/2019 4:15,1.80E+14,"fraud_Heller, Gutmann and Zieme",5,203.26,Melissa,Flores,F,7529 Carter Well Suite 262,Huntington Beach,CA,92648,33.6773,-118.0051,190249,"Therapist, horticultural",9/17/1976,b34814818c2ecd0f86214bf1a6dc1a64,1325391324,33.010001,-117.705689,0,0.270912842
483,1/1/2019 6:21,3.55485E+15,fraud_Pouros-Haag,13,8.75,John,Hudson,M,886 Nicole Key,Stillwater,OK,74074,36.1043,-97.0609,55345,Cabin crew,5/1/1948,531c8697863bc97863f26b99f3d66b64,1325398914,36.645091,-96.464764,0,0.131516353
328733,6/5/2019 22:01,3.5934E+15,"fraud_Bahringer, Schoen and Corkery",13,856.89,Douglas,Smith,M,85932 Marc Throughway Apt. 080,Knowlesville,NY,14479,43.2363,-78.3138,275,TEFL teacher,8/18/1964,de8256cc9456be64b454cc0ade1eabc7,1338933683,43.809484,-79.241213,1,0.385145653
3081,1/2/2019 16:10,4.87378E+15,fraud_Botsford and Sons,7,26.14,Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,3/10/1974,a2b9bbc4b840fa390b2b40b5b1c85781,1325520600,47.990617,-122.386906,0,0.379610116
271479,5/14/2019 1:31,3.57554E+15,fraud_Miller-Harris,9,690.66,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,38677,34.3396,-89.5736,4198,Curator,6/22/2001,3b792ad84ec0127e8261475dee46610f,1336959101,35.061103,-90.255845,1,0.140686194
869252,12/19/2019 23:40,2.29116E+15,fraud_Cormier LLC,12,974.87,Jeff,Elliott,M,351 Darlene Green,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,3/19/1968,5f6c7c15a26eba2899bdcadfd8f0a25b,1355960418,34.480347,-80.284676,1,0.019835049
601843,9/13/2019 0:09,3.74E+14,"fraud_Schultz, Simonis and Little",5,321.76,Daniel,Martinez,M,8510 Acevedo Burgs,Kent,OR,97033,45.0838,-120.6649,60,Museum education officer,4/3/1942,4ee4ce1d64ac8f9efb53ec9118e8b579,1347494983,45.748081,-119.749367,1,0.629424626
3023,1/2/2019 15:08,2.71221E+15,fraud_Kutch-Ferry,7,17.69,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",2/22/1977,c8969c69fe09fb1f98c70d1786a8459c,1325516899,29.526595,-90.887806,0,0.321106764
5741,1/4/2019 17:36,3.01E+13,fraud_Kuhic LLC,12,37.32,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,8/16/1993,871111860765ac6bacc36cfcf7c1c5a2,1325698596,38.094261,-101.757515,0,0.348599905
2764,1/2/2019 9:43,6.76E+11,"fraud_Osinski, Ledner and Leuschke",5,60.21,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",12/28/1974,a75a782704c9ac5f9c6a41f7a5f9373a,1325497422,42.312854,-83.191469,0,0.418126698
4064,1/3/2019 13:02,4.85953E+15,fraud_Harris Group,2,1.15,Rebecca,Farley,F,383 Long Islands,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",2/25/1990,9988daae01724951bb7b5bbab2d2ca52,1325595732,41.298907,-74.393274,0,0.530566272
830650,12/10/2019 22:54,3.78E+14,fraud_Cartwright-Harris,5,298.45,Lawrence,Davis,M,7421 Serrano Lane Apt. 580,Powell,TN,37849,36.0435,-84.04,25459,"Teacher, special educational needs",2/22/1969,48f1dd55c6fd0cae750538cebe658e1b,1355180055,35.402802,-84.761391,1,0.42060885
160484,3/25/2019 23:26,5.30165E+15,fraud_Kuhic LLC,12,797.05,Joe,Allen,M,368 Rollins Fort Apt. 076,Aurora,CO,80019,39.7656,-104.7069,389246,Industrial/product designer,8/7/1938,39ea96dcd7954e1742a02a6e08e83a99,1332718011,39.335248,-104.862568,1,0.392831878
5618,1/4/2019 15:52,3.03E+13,fraud_Larkin Ltd,8,117.92,Jacob,Dawson,M,663 Anna Plaza,Marienville,PA,16239,41.4622,-79.1306,4172,"Copywriter, advertising",3/20/1962,9a751e8a39aaa6d89aa72f4a7308a278,1325692332,41.785225,-78.280117,0,0.909475048
635712,9/28/2019 0:16,6.76E+11,"fraud_Schultz, Simonis and Little",5,297.74,Brittany,Mccarthy,F,621 Reilly Road Apt. 756,Albany,NY,12207,42.656,-73.7508,151022,Sales executive,12/17/1957,bb20bd518463951bbe6ab2751dd36854,1348791419,42.942259,-73.789333,1,0.508268284
157432,3/24/2019 23:26,5.02E+11,fraud_Kris-Weimann,9,708.06,Sydney,Morales,F,755 Moses Harbor,Coulee Dam,WA,99116,48.0379,-118.9419,1439,"Pilot, airline",9/29/1999,11cf59a93dc3403843be0d7da15b50e1,1332631599,48.399976,-118.784017,1,0.452676386
1658,1/1/2019 17:42,3.55151E+15,fraud_White and Sons,7,18.1,Erika,Anderson,F,3786 Hale Corners,Rochester,KY,42273,37.2048,-86.8592,443,"Development worker, international aid",7/15/1947,1afae3f599838fb3a721c3e46f0afcb3,1325439759,37.045994,-86.298355,0,0.863283643
183597,4/6/2019 3:40,4.68E+12,fraud_Parisian and Sons,3,9.36,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",3/6/1978,fda89b13b6b08377c28881e3959650dd,1333683652,35.781384,-86.876933,1,0.770958202
2747,1/2/2019 9:20,2.26674E+15,fraud_Kutch and Sons,5,64.96,Carlos,Chung,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901,Curator,7/25/1972,2c74f098cafd3e12254740fa42687b6e,1325496009,35.037491,-86.273829,0,0.64081219
5852,1/4/2019 19:03,2.13E+14,fraud_Thiel Ltd,14,1.48,Diane,Jackson,F,682 Mills Way Apt. 814,Rule,TX,79548,33.0771,-99.959,932,"Physicist, medical",12/10/1954,67c740f089f3021106a609578cc3184e,1325703832,33.184013,-99.328258,0,0.702650826
5707,1/4/2019 17:09,6.0111E+15,"fraud_Hagenes, Kohler and Hoppe",2,6.78,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,9/2/1985,2f23fadd20894963eff40b548cdc3f5c,1325696998,36.532367,-79.045308,0,0.099290713
736981,11/10/2019 23:51,4.39097E+18,fraud_Macejkovic-Lesch,13,1011.73,Kyle,Simmons,M,8149 Harris Divide,Oklahoma City,OK,73134,35.6174,-97.5583,640470,Advertising copywriter,6/24/1966,389d50a9577a75e2f8afad81ff3c4fc0,1352591496,36.380097,-96.716255,1,0.321737856
1394,1/1/2019 15:42,3.59798E+15,fraud_Fahey Inc,8,176.48,Mark,Allen,M,25360 Mcgee Forge,De Queen,AR,71832,34.0442,-94.3386,11253,"Scientist, biomedical",4/25/1957,60027080474e0a8882cedb8df8d977f2,1325432528,33.805544,-94.43232,0,0.748301854
570511,8/30/2019 23:20,3.55482E+15,fraud_Pacocha-Bauch,13,774.06,Cory,Thomas,M,6458 Roberson Alley,Williamsburg,MO,63388,38.8874,-91.7689,710,Glass blower/designer,9/27/1970,439d26e8777df04e5c99bf32f302b61c,1346368831,37.982616,-92.368928,1,0.651670934
452,1/1/2019 5:56,3.02E+13,"fraud_Goldner, Kovacek and Abbott",5,62.94,Robin,Smith,F,0537 Margaret Common Suite 526,Coleman,TX,76834,31.8287,-99.427,5908,Radio producer,4/5/1962,8a3917293f9dba242c76fde23b22f2a8,1325397415,31.915403,-98.614828,0,0.123622223
83763,2/18/2019 22:39,3.54021E+15,"fraud_Heathcote, Yost and Kertzmann",12,1016.56,Steven,Yoder,M,94975 David Mews Apt. 316,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,6/19/1992,900357a81a3cd896fd6e884d64b41958,1329604763,35.036197,-102.682759,1,0.118095898
1731,1/1/2019 18:21,2.23561E+15,"fraud_Welch, Rath and Koepp",1,30.22,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,12/16/1980,fbe5c5c2784841f1103629883158df3e,1325442096,42.963347,-104.914279,0,0.887931058
5583,1/4/2019 15:25,2.71221E+15,"fraud_Bahringer, Bergnaum and Quitzon",7,97.58,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",2/22/1977,c3db15fb2149c6a744272d5912642959,1325690745,30.693706,-91.567498,0,0.456431395
205244,4/15/2019 2:40,3.54871E+15,fraud_Runolfsson and Sons,4,11.28,Michael,Rivera,M,731 Watson Spring,Granbury,TX,76048,32.425,-97.7742,47119,"Editor, film/video",8/18/1965,9a432cdcfae6c762f2e0793ce51bcfdb,1334457602,32.893548,-97.804902,1,0.883153214
3979,1/3/2019 11:24,3.77E+14,fraud_Corwin-Collins,3,59.52,Richard,Vance,M,169 Shelia Knoll Suite 753,Zavalla,TX,75980,31.1569,-94.3871,2836,"Designer, jewellery",12/3/1985,1291c7472960e60f0eb010350d4a2a5f,1325589877,31.447865,-95.096837,0,0.200910497
75439,2/13/2019 23:32,4.21008E+18,fraud_Smith-Stokes,10,51.02,Valerie,Clark,F,7402 West Ranch,Lowell,OR,97452,43.921,-122.7806,1420,Systems analyst,11/11/1965,64a3ec24826eb8617c7896429103f34f,1329175926,43.691838,-122.921076,1,0.489020805
885,1/1/2019 11:10,4.50E+12,fraud_Ortiz Group,4,54.15,Joseph,Nixon,M,86882 Desiree Camp Suite 047,Tyaskin,MD,21865,38.2833,-75.8465,470,Music tutor,4/7/1965,aedb8df3d5bc7fe6342c2dc8f102360d,1325416230,38.397353,-75.303196,0,0.890253771
4610,1/3/2019 21:38,4.34253E+15,fraud_Torphy-Goyette,13,2.69,Kevin,Elliott,M,1852 Vincent Isle Suite 328,Newark Valley,NY,13811,42.2281,-76.1625,4354,Further education lecturer,2/16/1994,3e369b2f415c5063cbc03f968d050e74,1325626680,42.737148,-75.931394,0,0.134195882
5476,1/4/2019 14:08,3.01E+13,fraud_Spencer-Runolfsson,10,4.88,Jared,Velazquez,M,01479 Murray Circle,Matawan,NJ,7747,40.4109,-74.238,30770,Drilling engineer,4/29/1993,d0fba98b2b38cfcfcdfde43a81825d4a,1325686112,40.015999,-74.141621,0,0.052131672
3267,1/2/2019 19:37,6.01154E+15,fraud_Pacocha-Weissnat,8,85.19,Emily,Hall,F,8851 Reese Neck,Basye,VA,22810,38.8089,-78.7776,863,"Engineer, mining",8/9/1972,e03c5f921cd4b6af383b2d91c4c13763,1325533078,37.92974,-79.670439,0,0.338134186
407619,7/3/2019 23:33,5.55986E+15,fraud_Lebsack and Sons,9,828.49,Jack,Hill,M,5916 Susan Bridge Apt. 939,Grenada,CA,96038,41.6125,-122.5258,589,Systems analyst,12/21/1945,1a3a618dcd71aaac0f5f4c109d80cf06,1341358397,40.778475,-122.753341,1,0.381476515
2773,1/2/2019 9:57,6.76E+11,fraud_Parisian and Sons,3,105.34,Robert,Martinez,M,3683 Parrish Circles,Pueblo,CO,81005,38.2352,-104.66,151815,Further education lecturer,1/4/1988,16c5c90170698f054dad39a9bb97defc,1325498259,37.884498,-104.454671,0,0.571617898
4905,1/4/2019 3:14,4.40001E+18,"fraud_Parisian, Schiller and Altenwerth",9,55.06,Marissa,Powell,F,474 Allen Haven,North Loup,NE,68859,41.4972,-98.7858,509,"Nurse, children's",9/15/1980,2aec1103dc71991784564400ce8c9aac,1325646899,41.775972,-99.373018,0,0.660052949
399798,6/30/2019 22:55,4.26578E+15,"fraud_Armstrong, Walter and Gottlieb",2,120.75,Christine,Best,F,68248 Deanna Land,Enola,AR,72047,35.2087,-92.2123,969,"Physicist, medical",1/5/1954,8b69896abc4ad2f4892eafa9e57ac360,1341096946,34.838153,-92.074127,1,0.025302142
4259,1/3/2019 15:44,3.43E+14,"fraud_Johnson, Runolfsdottir and Mayer",9,29.58,Gloria,Wallace,F,234 Bridges Wells Apt. 389,Center Tuftonboro,NH,3816,43.6849,-71.2551,1368,"Optician, dispensing",8/5/1971,8363545ba6c1e2c1c4124e76d121aa60,1325605496,44.031138,-71.691543,0,0.373613173
1033599,3/3/2020 23:00,4.37926E+18,"fraud_Boehm, Predovic and Reinger",10,8.78,Thomas,Jenkins,M,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,1/3/1974,22616674d3ecb01ca3d294323c3a3179,1362351623,38.10553,-121.280505,1,0.231885462
5445,1/4/2019 13:40,4.68352E+15,fraud_Streich Ltd,7,115.86,Charles,Carrillo,M,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,90250,33.9143,-118.3493,93193,"Editor, magazine features",4/19/1995,1db82ed274b7f21357dc626382f984ea,1325684444,33.080753,-117.625275,0,0.524632623
350,1/1/2019 4:36,3.59312E+15,fraud_Kutch LLC,3,67.45,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,5/10/1959,37b9b0f36bc38d0bab47a73a94dcf99a,1325392579,44.384263,-68.523008,0,0.082822877
1235,1/1/2019 14:36,3.78E+14,fraud_Kutch-Ferry,7,13.01,Kevin,Walters,M,87227 Tapia Burgs,Auburn,ME,4210,44.0948,-70.239,23045,Tourist information centre manager,9/2/1958,87d8b15e9d4faac1e709e79f5d35f026,1325428583,43.308384,-69.352277,0,0.897592729
5826,1/4/2019 18:42,3.53433E+15,"fraud_Mueller, Gerhold and Mueller",6,80.55,Jeffrey,Smith,M,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,1/15/1978,2b2eab833d4aa93c2db602419a6514b7,1325702553,45.03643,-108.944248,0,0.184711771
149902,3/22/2019 2:20,2.72083E+15,"fraud_Kutch, Steuber and Gerhold",2,111.86,Melissa,Aguilar,F,21326 Taylor Squares Suite 708,Clarksville,TN,37040,36.522,-87.349,151785,Pathologist,3/28/1974,2a5de0c04d57612e33f953933cfccc9f,1332382846,37.188902,-87.91423,1,0.132153348
2873,1/2/2019 12:29,4.65727E+15,fraud_Bode-Schuster,8,101.96,Alicia,Mitchell,F,125 Kristen Dale,Grand Ridge,FL,32442,30.7148,-85.021,3699,Art gallery manager,9/7/1948,2ebcab64587195877e482cbdf0a675d4,1325507384,31.651669,-84.725586,0,0.810683466
746604,11/15/2019 22:05,4.5506E+15,"fraud_Baumbach, Hodkiewicz and Walsh",13,883.25,Angela,West,F,9471 Wong Islands,Mansfield,OH,44902,40.7559,-82.5123,92985,Press photographer,5/29/1968,348ae68839b367e0dbade69b5807496c,1353017154,40.356323,-81.893378,1,0.45204807
19628,1/12/2019 22:44,5.82E+11,fraud_Fisher-Schowalter,12,776.7,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,7/28/1973,3b6d88a3c7349cb3ee408bce6e4ffac2,1326408245,40.680209,-79.099101,1,0.45044189
409869,7/4/2019 22:32,6.01168E+15,fraud_Kulas Group,6,24.09,Jennifer,Gonzalez,F,5517 Stacy Land,Jelm,WY,82063,41.0539,-106.0763,100,Public librarian,4/16/1974,4433fc637599ba12d87a0557b15a72e2,1341441165,40.6683,-106.079454,1,0.539066388
2917,1/2/2019 13:16,5.68E+11,fraud_Ullrich Ltd,8,30.87,Dawn,Tucker,F,789 Herring Manors,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",12/16/1984,ab89a1c3b796bfb6978a36779807a6af,1325510211,29.921697,-95.589628,0,0.610207152
872835,12/20/2019 23:31,2.29116E+15,fraud_Terry-Huel,12,842.4,Jeff,Elliott,M,351 Darlene Green,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,3/19/1968,0a964fd7c7ed2f52c3ac857e77adc514,1356046273,33.79123,-80.616265,1,0.494878626
5901,1/4/2019 19:32,5.81E+11,fraud_Bode-Schuster,8,148.25,Jessica,Benitez,F,31281 Thomas Inlet,Montrose,NY,10548,41.2496,-73.9446,3487,Race relations officer,1/13/1960,028cc6c2cfbc7282951836ede5b4d2d3,1325705576,40.521197,-74.512045,0,0.786841087
531861,8/17/2019 6:56,4.29E+12,fraud_Cummings Group,4,13.57,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,8/23/1940,24c44f8267e67164189ba9d8b5cdc9ea,1345186609,38.289333,-80.707552,1,0.02681337
603722,9/13/2019 23:49,4.98E+12,fraud_Kuphal-Bartoletti,9,785.11,Danielle,Schaefer,F,3437 Ross Flat Apt. 592,Norfolk,VA,23523,36.8294,-76.2701,242803,Sales promotion account executive,2/20/1963,781e6254022a16153c2616bda565a269,1347580191,36.983144,-75.322512,1,0.408778083
202279,4/14/2019 3:48,4.01E+12,"fraud_Schumm, Bauch and Ondricka",5,332.61,Robert,Sanchez,M,7314 Johnson Square Apt. 296,Parkers Lake,KY,42634,36.8347,-84.4436,1565,"Designer, industrial/product",7/24/1968,4e03cc33948ab11a95bb361c4f80ffa7,1334375321,37.578347,-84.887527,1,0.364436787
746653,11/15/2019 22:41,4.34879E+15,fraud_Jast-McDermott,13,914.05,John,Nichols,M,862 Anderson Highway,Bryant,WI,54418,45.203,-88.9983,1080,Information systems manager,1/8/1979,1784343c8ed32635c669980a42aa44ab,1353019260,44.362741,-89.839031,1,0.237522804
2475,1/2/2019 1:51,3.67E+13,fraud_Rutherford-Mertz,5,215.74,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,10/28/1987,c45df5f3ed30bda45352c3f82ef10248,1325469071,33.31249,-111.443804,0,0.43850119
2609,1/2/2019 5:32,3.77E+14,"fraud_Casper, Hand and Zulauf",5,102.09,Theresa,Blackwell,F,43576 Kristina Islands,Shenandoah Junction,WV,25442,39.3716,-77.8229,1925,Systems developer,2/14/1966,bb4ee6e4832145ec1e3ab760c3d14a48,1325482328,39.004711,-77.970684,0,0.07331611
309353,5/30/2019 1:27,4.30248E+15,"fraud_Schumm, Bauch and Ondricka",5,286.05,Daniel,Cain,M,384 Newman Forks Apt. 370,Belmond,IA,50421,42.8511,-93.62,3032,Community pharmacist,8/8/1964,f4d6ed64ceffba8b09879d34210f3715,1338341236,43.141902,-92.69264,1,0.006185263
889,1/1/2019 11:15,3.74E+14,"fraud_Bernier, Volkman and Hoeger",9,3.12,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",6/30/1948,d98b6627a9ba4c577c6453cc102208e2,1325416520,46.294325,-101.25867,0,0.283110106
4038,1/3/2019 12:37,3.02E+13,fraud_Pouros-Conroy,13,129.57,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,8/16/1977,994123e6d067871be7f39a87dd4c1378,1325594255,41.842007,-73.574258,0,0.820223703
494643,8/3/2019 23:26,2.45083E+15,fraud_Goyette Inc,12,886.15,Timothy,Kirby,M,7309 Sophia Causeway Suite 702,Sauk Rapids,MN,56379,45.604,-94.1591,16163,Hydrographic surveyor,2/22/1987,d27659401901413a023f7c5367c3ef0c,1344036402,45.278567,-93.425593,1,0.854747163
1359,1/1/2019 15:27,3.54461E+15,fraud_Gulgowski LLC,7,45.85,Carolyn,Thomas,F,755 Solis Isle Suite 075,New Memphis,IL,62266,38.4857,-89.6816,254,Magazine journalist,5/7/1952,ff95b35e482440e2fa3962edabada28a,1325431679,37.618108,-88.813076,0,0.694792395
3906,1/3/2019 9:28,3.59798E+15,"fraud_Lesch, D'Amore and Brown",2,91.44,Mark,Allen,M,25360 Mcgee Forge,De Queen,AR,71832,34.0442,-94.3386,11253,"Scientist, biomedical",4/25/1957,06def1b8cd4c92de686434576ba5af9f,1325582888,34.560693,-94.157388,0,0.547539462
